no_pret;fonds;vm_courus;solde_capital;taux_hyp;date maturity;frequence;versement;assurance;type;credit_rating;devise;maturity;month_first_cf;fx_rate_bop;fx_rate_eop;Portefeuille;OwnAsset group;ESCAP group
7547011;10242501;1513190.9066789;1531687.22;0.035;2025-12-15;12;8733.63;Uninsured;mortgage;9;USD;6;1;1.374950000001;1.3645;10242501;FAUX;EXCLUDED
1273788;23012501;1776982.5171296;1773348.0;0.0334;2025-10-08;12;8023.32;CMHC;mortgage;9;CAD;4;1;1.0;1.0;23012501;FAUX;CA_SMI
1381821;10012503;9388295.5030699;9059304.53;0.04622;2028-07-15;12;47812.84;CMHC;mortgage;9;CAD;37;1;1.0;1.0;10012503;FAUX;CA_TPM
1649508;10062504;1894609.8475823;1911750.35;0.01279;2025-12-01;12;5582.55;CMHC;mortgage;9;CAD;6;1;1.0;1.0;10062504;FAUX;EXCLUDED
32718;10062504;5030292.7971679;4968125.34;0.047670000000000004;2028-01-01;12;25993.04;Uninsured;mortgage;9;CAD;31;1;1.0;1.0;10062504;FAUX;EXCLUDED
33152;10032504;511340.8165448;498799.56;0.05069;2028-04-15;12;2689.09;Uninsured;mortgage;9;CAD;34;1;1.0;1.0;10032504;FAUX;EXCLUDED
5834304;10012503;11177292.1237979;10968477.45;0.0652;2025-12-10;12;70055.82;CMHC;mortgage;9;CAD;6;1;1.0;1.0;10012503;FAUX;CA_TPM
5837893;10012503;808735.5791095;777810.51;0.051100000000000007;2027-11-15;12;7039.93;CMHC;mortgage;9;CAD;29;1;1.0;1.0;10012503;FAUX;CA_TPM
5840939;23012501;750113.5186979;744947.34;0.05075;2026-02-01;12;4394.11;Uninsured;mortgage;9;CAD;8;1;1.0;1.0;23012501;FAUX;CA_SMI
5841200;10012501;1169227.0309343;1191148.49;0.02939;2027-01-01;12;6205.6;Uninsured;mortgage;9;CAD;19;1;1.0;1.0;10012501;FAUX;CA_TPM
5870407;10012503;8998437.1629979;9201948.94;0.028370000000000003;2030-01-01;12;43281.7;CMHC;mortgage;9;CAD;55;1;1.0;1.0;10012503;FAUX;CA_TPM
5870613;10012503;1152908.5597929;1228492.84;0.01839;2030-01-01;12;5175.4;CMHC;mortgage;9;CAD;55;1;1.0;1.0;10012503;FAUX;CA_TPM
7547318;10012504;4155278.38867;4969525.58;0.0366;2026-02-15;12;24166.46;Uninsured;mortgage;9;USD;8;1;1.374950000001;1.3645;10012504;FAUX;CA_TPM
7700263;56012501;1380144.1174892;1399491.94;0.051500000000000004;2031-10-10;12;21619.54;Uninsured;mortgage;9;USD;76;1;1.374950000001;1.3645;56012501;FAUX;US_OL
8011330;FU031ZA;224323.1234202;221366.76;0.04456;2027-06-01;12;1983.06;Uninsured;mortgage;9;CAD;24;1;1.0;1.0;FU031ZA;FAUX;EXCLUDED
1300177;10012503;3396835.7320783;3690570.57;0.01799;2030-10-15;12;13945.57;CMHC;mortgage;9;CAD;64;1;1.0;1.0;10012503;FAUX;CA_TPM
1649425;10042504;505731.868129;498150.0;0.0625;2025-12-01;12;3029.84;Uninsured;mortgage;9;CAD;6;1;1.0;1.0;10042504;FAUX;EXCLUDED
1649508;19012501;810345.1803569;817676.36;0.01279;2025-12-01;12;2387.72;CMHC;mortgage;9;CAD;6;1;1.0;1.0;19012501;FAUX;EXCLUDED
5834296;10012503;8721981.0888511;8803960.23;0.012709999999999999;2025-12-10;12;30685.55;CMHC;mortgage;9;CAD;6;1;1.0;1.0;10012503;FAUX;CA_TPM
5834791;23012501;692833.8788585;702348.74;0.01925;2026-07-16;12;2632.64;CMHC;mortgage;9;CAD;13;1;1.0;1.0;23012501;FAUX;CA_SMI
5834825;10012503;4478871.6145236;4322263.36;0.04622;2028-07-16;12;22458.66;CMHC;mortgage;9;CAD;37;1;1.0;1.0;10012503;FAUX;CA_TPM
5835608;10012503;693337.370427;678262.13;0.05091999999999999;2026-10-21;12;10441.32;CMHC;mortgage;9;CAD;16;1;1.0;1.0;10012503;FAUX;CA_TPM
5841077;19012501;1716635.6298017;1733481.29;0.011470000000000001;2025-12-01;12;4953.41;CMHC;mortgage;9;CAD;6;1;1.0;1.0;19012501;FAUX;EXCLUDED
5870738;FU031ZA;1765338.2560906;1801792.89;0.028300000000000002;2027-01-01;12;8027.63;Uninsured;mortgage;9;CAD;19;1;1.0;1.0;FU031ZA;FAUX;EXCLUDED
8010332;10062504;1668242.8591314;1554890.59;0.06472;2028-11-01;12;10678.03;Uninsured;mortgage;9;CAD;41;1;1.0;1.0;10062504;FAUX;EXCLUDED
1426139;FU031ZA;1373702.4809471;1377473.63;0.03711;2026-05-01;12;6880.33;Uninsured;mortgage;9;CAD;11;1;1.0;1.0;FU031ZA;FAUX;EXCLUDED
1564608;10012503;332560.7007621;316679.72;0.0508;2037-09-15;12;2889.59;CMHC;mortgage;9;CAD;147;1;1.0;1.0;10012503;FAUX;CA_TPM
1566132;10012503;3107989.838567;3030624.24;0.0496;2038-04-01;12;26564.58;CMHC;mortgage;9;CAD;154;1;1.0;1.0;10012503;FAUX;CA_TPM
1649474;19012501;1297981.4988865;1309170.13;0.01026;2025-11-01;12;4876.85;CMHC;mortgage;9;CAD;5;1;1.0;1.0;19012501;FAUX;EXCLUDED
1649474;23012501;1224510.8538587;1235066.16;0.01026;2025-11-01;12;4600.8;CMHC;mortgage;9;CAD;5;1;1.0;1.0;23012501;FAUX;CA_SMI
1649623;FU031ZA;1057135.5080787;1073452.87;0.026600000000000002;2026-07-01;12;5540.08;Uninsured;mortgage;9;CAD;13;1;1.0;1.0;FU031ZA;FAUX;EXCLUDED
1649656;23012501;498037.3040071;494733.99;0.05091999999999999;2026-01-01;12;3143.9;Uninsured;mortgage;9;CAD;7;1;1.0;1.0;23012501;FAUX;CA_SMI
33152;FU031ZA;1089697.9635616;1062971.79;0.05069;2028-04-15;12;5730.6;Uninsured;mortgage;9;CAD;34;1;1.0;1.0;FU031ZA;FAUX;EXCLUDED
5834767;10012503;3778967.9857035;3576418.54;0.0592;2029-10-01;12;78026.53;CMHC;mortgage;9;CAD;52;1;1.0;1.0;10012503;FAUX;CA_TPM
5837265;10012503;2932962.2675613;2796040.7;0.05421;2028-02-15;12;29240.63;CMHC;mortgage;9;CAD;32;1;1.0;1.0;10012503;FAUX;CA_TPM
5840764;10062504;763909.8154832;800875.37;0.02839;2032-06-10;12;4947.23;CMHC;mortgage;9;CAD;84;1;1.0;1.0;10062504;FAUX;EXCLUDED
5841077;21012501;4839277.6099294;4886766.32;0.011470000000000001;2025-12-01;12;13963.89;CMHC;mortgage;9;CAD;6;1;1.0;1.0;21012501;FAUX;EXCLUDED
5841168;10072504;218548.0269221;220384.8;0.028929999999999997;2026-05-01;12;1169.43;Uninsured;mortgage;9;CAD;11;1;1.0;1.0;10072504;FAUX;CA_PAR_IA
5841333;FU031ZA;1053328.5955335;1041050.0;0.05887;2025-11-01;12;5045.68;Uninsured;mortgage;9;CAD;5;1;1.0;1.0;FU031ZA;FAUX;EXCLUDED
5870563;10012501;2515948.5895592;2534490.18;0.024540000000000003;2025-12-01;12;13105.63;Uninsured;mortgage;9;CAD;6;1;1.0;1.0;10012501;FAUX;CA_TPM
5870563;10042504;4268436.8941021;4299893.66;0.024540000000000003;2025-12-01;12;22234.38;Uninsured;mortgage;9;CAD;6;1;1.0;1.0;10042504;FAUX;EXCLUDED
8007379;10112501;616817.1922639;602193.93;0.04769999999999999;2026-12-01;12;4384.6;CMHC;mortgage;9;CAD;18;1;1.0;1.0;10112501;FAUX;CA_TPM
8011272;FU031ZA;332202.1086785;335702.18;0.03211;2027-01-01;12;2174.45;Uninsured;mortgage;9;CAD;19;1;1.0;1.0;FU031ZA;FAUX;EXCLUDED
8011645;FU031ZA;2428846.9766754;2255537.21;0.06397;2028-12-01;12;17246.87;Uninsured;mortgage;9;CAD;42;1;1.0;1.0;FU031ZA;FAUX;EXCLUDED
